Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR19092006,2022-05-05 10:08:40,2022-05-05 10:05:25,1871556,1126676712,1871556,602,584,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19092/SRR19092006/SRR19092006.lite.1,SRX15161674,illumina_mc_mir,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP373764,PRJNA835301,,835301,SRS12903660,SAMN28099229,simple,414,Methylococcus capsulatus,Mc_MIR,,,,,,,no,,,,,RESEARCH CENTER OF BIOTECHNOLOGY RAS,SRA1415120,,public,54B00FBFA44B00EE253B250B0FD45793,77A2F1DCA7C9FFD9B57ECF578EFFA927
SRR14663858,2022-04-04 01:17:22,2021-05-27 07:40:54,4836144,1450843200,4836144,300,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14663/SRR14663858/SRR14663858.lite.1,SRX11002493,S3L5C_shortreads,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP321538,PRJNA732575,,732575,SRS9076713,SAMN19324323,simple,2839024,Methylobacter sp. S3L5C,Methylobacter sp. strain S3L5C,,,,,,,no,,,,,TAMPERE UNIVERSITY,SRA1237687,,public,70A636000EB2E912EB11F46D90C3003E,93B79487013FAA1C3B9EAECA7AC78734
SRR14663859,2022-04-04 01:17:22,2021-05-27 07:45:17,156572,1375549066,0,8785,331,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR014/14663/SRR14663859/SRR14663859.1,SRX11002492,S3L5C_longreads,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP321538,PRJNA732575,,732575,SRS9076713,SAMN19324323,simple,2839024,Methylobacter sp. S3L5C,Methylobacter sp. strain S3L5C,,,,,,,no,,,,,TAMPERE UNIVERSITY,SRA1237687,,public,7747F50B936F7F3DF7CBECFCB355374A,DD4D88CF8A92AA125DBE042C71FEAD87
SRR14322308,2021-06-08 01:55:33,2021-04-27 02:51:36,3771793,1131537900,3771793,300,336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14322/SRR14322308/SRR14322308.lite.1,SRX10677444,S2AM_short,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP316287,PRJNA724036,,724036,SRS8771325,SAMN18839544,simple,1173101,Methylomonas paludis,Methylomonas sp. strain S2AM,,,,,,,no,,,,,TAMPERE UNIVERSITY,SRA1223496,,public,CBEBA506CF7A12EC4B981F59EEBC3D4E,82003E1CD6ADFB3F805F00D24E02EC11
SRR14322309,2021-06-08 01:55:33,2021-04-27 02:56:32,168230,1628147501,0,9678,392,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14322/SRR14322309/SRR14322309.lite.1,SRX10677443,S2AM_long,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP316287,PRJNA724036,,724036,SRS8771325,SAMN18839544,simple,1173101,Methylomonas paludis,Methylomonas sp. strain S2AM,,,,,,,no,,,,,TAMPERE UNIVERSITY,SRA1223496,,public,7622C4355D9EAFDB72FCEBAEC66F0089,3EBEE4AA98E491A92A4CDE9593D809CF
SRR14368834,2021-06-04 15:18:14,2021-04-30 09:49:04,4440242,1332072600,4440242,300,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14368/SRR14368834/SRR14368834.lite.1,SRX10721377,S1L_short,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP317985,PRJNA726368,,726368,SRS8811775,SAMN18928743,simple,1704499,Methylovulum psychrotolerans,Methylovulum psychrotolerans strain S1L,,,,,,,no,,,,,TAMPERE UNIVERSITY,SRA1225880,,public,AAA371B487F49FF3A06466B526049B6E,11C4EDB3CB9F7219F8DC35D75970729F
SRR14368835,2021-06-04 15:18:14,2021-04-30 09:52:41,190492,1554473492,0,8160,374,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14368/SRR14368835/SRR14368835.lite.1,SRX10721376,S1L_long,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP317985,PRJNA726368,,726368,SRS8811775,SAMN18928743,simple,1704499,Methylovulum psychrotolerans,Methylovulum psychrotolerans strain S1L,,,,,,,no,,,,,TAMPERE UNIVERSITY,SRA1225880,,public,E4E6BCDBF2E43F4804107F964106344E,DC85FF78B37AFB823D6A5733C0B95B5A
SRR13407487,2021-03-01 00:11:18,2021-01-11 19:08:18,31325,18823114,31325,600,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407487/SRR13407487.lite.1,SRX9826264,AGMH_a_459,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,AFCB54C3A2D147A5EC6A2F97AC83D9B3,69871F4C5BB768D0CC3C6E4A40A463CE
SRR13407488,2021-03-01 00:11:18,2021-01-11 19:08:16,36001,21645453,36001,601,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407488/SRR13407488.lite.1,SRX9826263,AGMH_a_458,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,F790511C0653EF0D804445C56FD6C183,BE9D56FAADBDF95A6CCB0D2841D453E9
SRR13407489,2021-03-01 00:11:18,2021-01-11 19:08:26,37440,22494878,37440,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407489/SRR13407489.lite.1,SRX9826262,AGMH_a_449,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,C0FD6DDD834523FE27221B7D2A04D864,88F6A862AD5FB4A01A3339C685C2F1F5
SRR13407490,2021-03-01 00:11:18,2021-01-11 19:08:33,29912,17902626,29912,598,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407490/SRR13407490.lite.1,SRX9826261,AGMH_a_448,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,DF6A0E2203A1CA49ED9F46B39F5FCC97,5702F0F86D022A8E3A6903282F07642C
SRR13407491,2021-03-01 00:11:18,2021-01-11 19:08:28,20178,12133870,20178,601,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407491/SRR13407491.lite.1,SRX9826260,AGMH_a_457,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,EC808315F999B47AE9C49A4B515259A2,C2FB7BBF102F42B2FE653F601608974E
SRR13407492,2021-03-01 00:11:18,2021-01-11 19:08:36,21732,12969638,21732,596,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407492/SRR13407492.lite.1,SRX9826259,AGMH_a_456,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,B158C230398A7D7041031E9B07D6C99F,E0F1DE3424DA73DA5D8690A39603D61B
SRR13407493,2021-03-01 00:11:18,2021-01-11 19:08:34,18154,10911877,18154,601,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407493/SRR13407493.lite.1,SRX9826258,AGMH_a_455,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,9BFEFE9F6DBCF4CB2DB9FCA539EF213E,3F32308B0841721CCA15CB4302A8FF38
SRR13407494,2021-03-01 00:11:18,2021-01-11 19:08:46,24046,14461679,24046,601,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407494/SRR13407494.lite.1,SRX9826257,AGMH_a_454,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,967F774A0B325FE64E050769B383551E,AB14394242698CF879207F4A3459FDE0
SRR13407495,2021-03-01 00:11:18,2021-01-11 19:08:43,30242,18171564,30242,600,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407495/SRR13407495.lite.1,SRX9826256,AGMH_a_453,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,39A60426F3BE92D0AD54720C61E897AB,D3976BA4F26184824DA8BAFB9CF093EB
SRR13407496,2021-03-01 00:11:18,2021-01-11 19:08:48,48232,28999681,48232,601,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407496/SRR13407496.lite.1,SRX9826255,AGMH_a_494,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,947DCC592835CF555BC01DC7FB967855,3713C2460A37CDEBCA5D8537186ED98C
SRR13407497,2021-03-01 00:11:17,2021-01-11 19:09:07,169804,102068961,169804,601,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407497/SRR13407497.lite.1,SRX9826254,AGMH_a_493,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,7C07C7A91F41E34E4D2198B48264D1F6,9DD3243E24761AA6BF276B172B14D9DE
SRR13407498,2021-03-01 00:11:17,2021-01-11 19:08:59,127859,76801033,127859,600,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407498/SRR13407498.lite.1,SRX9826253,AGMH_a_492,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,B2B9D11AC5FB1A07EFA8BE133DE54773,155AD4C6E3672E3D38EE1F27B9F6B2FD
SRR13407499,2021-03-01 00:11:17,2021-01-11 19:09:06,30742,18478738,30742,601,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407499/SRR13407499.lite.1,SRX9826252,AGMH_a_491,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,34EAC06A19C4BBB416B2A1DB00F01F38,E977CD0B10DEB301746B44F4360F6E1B
SRR13407500,2021-03-01 00:11:17,2021-01-11 19:09:09,60935,36610559,60935,600,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407500/SRR13407500.lite.1,SRX9826251,AGMH_a_490,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,7B3CCAAB07066547C132CA73B77EBBA2,482A8B94B662E429183844FF38388FFF
SRR13407501,2021-03-01 00:11:17,2021-01-11 19:09:14,51520,30977539,51520,601,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407501/SRR13407501.lite.1,SRX9826250,AGMH_a_489,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,2F3C75784C4B900CCF9F01639A356ACE,E9F4D3FF93857923B5AEBE206FF5B755
SRR13407502,2021-03-01 00:11:17,2021-01-11 19:09:07,62541,37045091,62541,592,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407502/SRR13407502.lite.1,SRX9826249,AGMH_a_488,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,79A8CDB017DB64B20BF138CE7926AABC,F813E6E5DA574A8B1A2517C443CAFBA8
SRR13407503,2021-03-01 00:11:17,2021-01-11 19:09:11,33530,20127641,33530,600,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407503/SRR13407503.lite.1,SRX9826248,AGMH_a_452,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,4AC61E7FA9BE91227EDBB484755FD172,266CB054EAA88034076F9A1423333D29
SRR13407504,2021-03-01 00:11:17,2021-01-11 19:09:24,53889,32244436,53889,598,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407504/SRR13407504.lite.1,SRX9826247,AGMH_a_487,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,0848CFED4DDF4A2619986E2972F450F9,3FC4DE6387175221B9C5A4AEC3663E9D
SRR13407505,2021-03-01 00:11:17,2021-01-11 19:09:21,30484,18261458,30484,599,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407505/SRR13407505.lite.1,SRX9826246,AGMH_a_486,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,2EAC9DCF73C3E90ABA64434F895BDC31,B7EE0670AD007C14C3EEC61009A78D06
SRR13407506,2021-03-01 00:11:17,2021-01-11 19:09:33,62428,37408429,62428,599,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407506/SRR13407506.lite.1,SRX9826245,AGMH_a_485,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,DF0F3EC7B8CF379EA3BEAC122B5F7B0E,B415AF59F17D59D8D2FD294CD3509042
SRR13407507,2021-03-01 00:11:17,2021-01-11 19:09:33,90420,54170094,90420,599,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407507/SRR13407507.lite.1,SRX9826244,AGMH_a_484,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,E653A6BD00680636C90FFB073478E005,928A3DEAB0B8B3FB2934AF16D106775D
SRR13407508,2021-03-01 00:11:17,2021-01-11 19:09:30,40855,24481946,40855,599,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407508/SRR13407508.lite.1,SRX9826243,AGMH_a_483,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,684E06A9D9F572D2906C66D8EEA88854,4DEADCD3C4C2761E06EEBDB6070B4E2B
SRR13407509,2021-03-01 00:11:17,2021-01-11 19:09:32,32371,19393104,32371,599,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407509/SRR13407509.lite.1,SRX9826242,AGMH_a_482,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,6318633CEC1EAB5AA849134C9D7F80AE,A5E1DB30AF82C4A55C88D6E4A5E7ACC2
